place,title,time,pay,date
경기 용인시, 신세계 경기점,10:30~18:30,"8,700",55분전
경기 용인시, 신세계 경기점,10:30~18:30,"8,700",57분전
서울 전체, 신세계백화점 강남점,10:00~20:00,"10,000",2시간전
서울 전체, 신세계백화점 강남점,10:00~20:00,"20,000",2시간전
